id,account_id,debit,credit,entry_type,created_at,updated_at,journal_id,journal_type,sub_journal_id,sub_journal_type,reversal_id,occurred_on,account_exists
402,11,,337.5,reversal,2015-12-26 20:04:23.647556,2015-12-26 20:04:23.647556,12,Payment,28,Allocation,386,,TRUE
386,11,337.5,,allocation,2015-12-26 20:03:38.54667,2015-12-26 20:04:23.653124,12,Payment,28,Allocation,402,,TRUE
403,4,337.5,,reversal,2015-12-26 20:04:23.658552,2015-12-26 20:04:23.658552,12,Payment,29,Allocation,387,,TRUE
387,4,,337.5,distribution,2015-12-26 20:03:38.553797,2015-12-26 20:04:23.664002,12,Payment,29,Allocation,403,,TRUE
404,6,,337.5,reversal,2015-12-26 20:04:23.669516,2015-12-26 20:04:23.669516,12,Payment,29,Allocation,388,,TRUE
388,6,337.5,,allocation,2015-12-26 20:03:38.561076,2015-12-26 20:04:23.67529,12,Payment,29,Allocation,404,,TRUE
405,4,337.5,,reversal,2015-12-26 20:04:23.681165,2015-12-26 20:04:23.681165,12,Payment,30,Allocation,389,,TRUE
389,4,,337.5,distribution,2015-12-26 20:03:38.5685,2015-12-26 20:04:23.686281,12,Payment,30,Allocation,405,,TRUE
406,5,,337.5,reversal,2015-12-26 20:04:23.691526,2015-12-26 20:04:23.691526,12,Payment,30,Allocation,390,,TRUE
390,5,337.5,,allocation,2015-12-26 20:03:38.574664,2015-12-26 20:04:23.696616,12,Payment,30,Allocation,406,,TRUE
427,3,,1200,payment,2015-12-26 20:19:19.950531,2015-12-26 20:19:19.950531,17,Payment,,,,2015-12-26,TRUE
428,7,1200,,receipt,2015-12-26 20:19:19.954307,2015-12-26 20:19:19.954307,17,Payment,,,,2015-12-26,TRUE
429,4,300,,reversal,2015-12-29 18:51:45.544411,2015-12-29 18:51:45.544411,12,Payment,23,Allocation,407,,TRUE
407,4,,300,distribution,2015-12-26 20:04:23.702294,2015-12-29 18:51:45.562498,12,Payment,23,Allocation,429,,TRUE
430,7,,300,reversal,2015-12-29 18:51:45.577425,2015-12-29 18:51:45.577425,12,Payment,23,Allocation,408,,TRUE
408,7,300,,allocation,2015-12-26 20:04:23.708215,2015-12-29 18:51:45.593379,12,Payment,23,Allocation,430,,TRUE
431,4,300,,reversal,2015-12-29 18:51:45.608398,2015-12-29 18:51:45.608398,12,Payment,24,Allocation,409,,TRUE
409,4,,300,distribution,2015-12-26 20:04:23.713813,2015-12-29 18:51:45.624636,12,Payment,24,Allocation,431,,TRUE
432,3,,300,reversal,2015-12-29 18:51:45.634683,2015-12-29 18:51:45.634683,12,Payment,24,Allocation,410,,TRUE
410,3,300,,allocation,2015-12-26 20:04:23.720432,2015-12-29 18:51:45.769938,12,Payment,24,Allocation,432,,TRUE
433,4,300,,reversal,2015-12-29 18:51:45.783392,2015-12-29 18:51:45.783392,12,Payment,25,Allocation,411,,TRUE
411,4,,300,distribution,2015-12-26 20:04:23.727476,2015-12-29 18:51:45.800102,12,Payment,25,Allocation,433,,TRUE
434,10,,300,reversal,2015-12-29 18:51:45.813749,2015-12-29 18:51:45.813749,12,Payment,25,Allocation,412,,TRUE
412,10,300,,allocation,2015-12-26 20:04:23.736467,2015-12-29 18:51:45.829052,12,Payment,25,Allocation,434,,TRUE
435,4,300,,reversal,2015-12-29 18:51:45.844979,2015-12-29 18:51:45.844979,12,Payment,26,Allocation,413,,TRUE
413,4,,300,distribution,2015-12-26 20:04:23.744826,2015-12-29 18:51:45.866256,12,Payment,26,Allocation,435,,TRUE
436,9,,300,reversal,2015-12-29 18:51:45.880633,2015-12-29 18:51:45.880633,12,Payment,26,Allocation,414,,TRUE
414,9,300,,allocation,2015-12-26 20:04:23.751663,2015-12-29 18:51:45.900312,12,Payment,26,Allocation,436,,TRUE
437,4,300,,reversal,2015-12-29 18:51:45.910157,2015-12-29 18:51:45.910157,12,Payment,27,Allocation,415,,TRUE
415,4,,300,distribution,2015-12-26 20:04:23.757861,2015-12-29 18:51:45.93338,12,Payment,27,Allocation,437,,TRUE
438,8,,300,reversal,2015-12-29 18:51:45.958209,2015-12-29 18:51:45.958209,12,Payment,27,Allocation,416,,TRUE
416,8,300,,allocation,2015-12-26 20:04:23.764415,2015-12-29 18:51:45.983914,12,Payment,27,Allocation,438,,TRUE
439,4,300,,reversal,2015-12-29 18:51:45.999444,2015-12-29 18:51:45.999444,12,Payment,28,Allocation,417,,TRUE
417,4,,300,distribution,2015-12-26 20:04:23.772588,2015-12-29 18:51:46.018668,12,Payment,28,Allocation,439,,TRUE
440,11,,300,reversal,2015-12-29 18:51:46.026249,2015-12-29 18:51:46.026249,12,Payment,28,Allocation,418,,TRUE
418,11,300,,allocation,2015-12-26 20:04:23.780298,2015-12-29 18:51:46.034292,12,Payment,28,Allocation,440,,TRUE
441,4,300,,reversal,2015-12-29 18:51:46.047965,2015-12-29 18:51:46.047965,12,Payment,29,Allocation,419,,TRUE
442,6,,300,reversal,2015-12-29 18:51:46.073886,2015-12-29 18:51:46.073886,12,Payment,29,Allocation,420,,TRUE
443,4,300,,reversal,2015-12-29 18:51:46.110481,2015-12-29 18:51:46.110481,12,Payment,30,Allocation,421,,TRUE
463,5,,300,payment,2016-01-23 23:26:04.356828,2016-01-23 23:26:04.356828,18,Payment,,,,2016-01-22,TRUE
423,8,,300,payment,2015-12-26 20:05:37.950099,2015-12-26 20:05:37.950099,15,Payment,,,,2015-11-23,TRUE
424,7,300,,receipt,2015-12-26 20:05:37.953132,2015-12-26 20:05:37.953132,15,Payment,,,,2015-11-23,TRUE
425,9,,300,payment,2015-12-26 20:06:04.865703,2015-12-26 20:06:04.865703,16,Payment,,,,2015-12-16,TRUE
426,3,300,,receipt,2015-12-26 20:06:04.868463,2015-12-26 20:06:04.868463,16,Payment,,,,2015-12-16,TRUE
419,4,,300,distribution,2015-12-26 20:04:23.788308,2015-12-29 18:51:46.063548,12,Payment,29,Allocation,441,,TRUE
420,6,300,,allocation,2015-12-26 20:04:23.797382,2015-12-29 18:51:46.101003,12,Payment,29,Allocation,442,,TRUE
421,4,,300,distribution,2015-12-26 20:04:23.806217,2015-12-29 18:51:46.119811,12,Payment,30,Allocation,443,,TRUE
444,5,,300,reversal,2015-12-29 18:51:46.13658,2015-12-29 18:51:46.13658,12,Payment,30,Allocation,422,,TRUE
422,5,300,,allocation,2015-12-26 20:04:23.814723,2015-12-29 18:51:46.145309,12,Payment,30,Allocation,444,,TRUE
464,3,300,,receipt,2016-01-23 23:26:04.364117,2016-01-23 23:26:04.364117,18,Payment,,,,2016-01-22,TRUE
465,4,300,,reversal,2016-01-24 16:19:36.333949,2016-01-24 16:19:36.333949,12,Payment,31,Allocation,445,,TRUE
445,4,,300,distribution,2015-12-29 18:51:46.154892,2016-01-24 16:19:39.67063,12,Payment,31,Allocation,465,,TRUE
466,12,,300,reversal,2016-01-24 16:19:39.686459,2016-01-24 16:19:39.686459,12,Payment,31,Allocation,446,,TRUE
446,12,300,,allocation,2015-12-29 18:51:46.165137,2016-01-24 16:19:39.778926,12,Payment,31,Allocation,466,,TRUE
467,4,300,,reversal,2016-01-24 16:19:39.817061,2016-01-24 16:19:39.817061,12,Payment,23,Allocation,447,,TRUE
447,4,,300,distribution,2015-12-29 18:51:46.181922,2016-01-24 16:19:39.952274,12,Payment,23,Allocation,467,,TRUE
468,7,,300,reversal,2016-01-24 16:19:40.030136,2016-01-24 16:19:40.030136,12,Payment,23,Allocation,448,,TRUE
448,7,300,,allocation,2015-12-29 18:51:46.193493,2016-01-24 16:19:40.08556,12,Payment,23,Allocation,468,,TRUE
469,4,300,,reversal,2016-01-24 16:19:40.112162,2016-01-24 16:19:40.112162,12,Payment,24,Allocation,449,,TRUE
449,4,,300,distribution,2015-12-29 18:51:46.206761,2016-01-24 16:19:40.168735,12,Payment,24,Allocation,469,,TRUE
470,3,,300,reversal,2016-01-24 16:19:40.218909,2016-01-24 16:19:40.218909,12,Payment,24,Allocation,450,,TRUE
450,3,300,,allocation,2015-12-29 18:51:46.230221,2016-01-24 16:19:40.2458,12,Payment,24,Allocation,470,,TRUE
471,4,300,,reversal,2016-01-24 16:19:40.26839,2016-01-24 16:19:40.26839,12,Payment,25,Allocation,451,,TRUE
451,4,,300,distribution,2015-12-29 18:51:46.253675,2016-01-24 16:19:40.279248,12,Payment,25,Allocation,471,,TRUE
472,10,,300,reversal,2016-01-24 16:19:40.290364,2016-01-24 16:19:40.290364,12,Payment,25,Allocation,452,,TRUE
452,10,300,,allocation,2015-12-29 18:51:46.26953,2016-01-24 16:19:40.30702,12,Payment,25,Allocation,472,,TRUE
473,4,300,,reversal,2016-01-24 16:19:40.317866,2016-01-24 16:19:40.317866,12,Payment,26,Allocation,453,,TRUE
453,4,,300,distribution,2015-12-29 18:51:46.293384,2016-01-24 16:19:40.35297,12,Payment,26,Allocation,473,,TRUE
474,9,,300,reversal,2016-01-24 16:19:40.378997,2016-01-24 16:19:40.378997,12,Payment,26,Allocation,454,,TRUE
454,9,300,,allocation,2015-12-29 18:51:46.301585,2016-01-24 16:19:40.399803,12,Payment,26,Allocation,474,,TRUE
475,4,300,,reversal,2016-01-24 16:19:40.405819,2016-01-24 16:19:40.405819,12,Payment,27,Allocation,455,,TRUE
455,4,,300,distribution,2015-12-29 18:51:46.318125,2016-01-24 16:19:40.425869,12,Payment,27,Allocation,475,,TRUE
476,8,,300,reversal,2016-01-24 16:19:40.482913,2016-01-24 16:19:40.482913,12,Payment,27,Allocation,456,,TRUE
456,8,300,,allocation,2015-12-29 18:51:46.360302,2016-01-24 16:19:40.52478,12,Payment,27,Allocation,476,,TRUE
477,4,300,,reversal,2016-01-24 16:19:40.542919,2016-01-24 16:19:40.542919,12,Payment,28,Allocation,457,,TRUE
457,4,,300,distribution,2015-12-29 18:51:46.374172,2016-01-24 16:19:40.602472,12,Payment,28,Allocation,477,,TRUE
478,11,,300,reversal,2016-01-24 16:19:40.637278,2016-01-24 16:19:40.637278,12,Payment,28,Allocation,458,,TRUE
458,11,300,,allocation,2015-12-29 18:51:46.392014,2016-01-24 16:19:40.687709,12,Payment,28,Allocation,478,,TRUE
479,4,300,,reversal,2016-01-24 16:19:40.725525,2016-01-24 16:19:40.725525,12,Payment,29,Allocation,459,,TRUE
459,4,,300,distribution,2015-12-29 18:51:46.402239,2016-01-24 16:19:40.737361,12,Payment,29,Allocation,479,,TRUE
480,6,,300,reversal,2016-01-24 16:19:40.765754,2016-01-24 16:19:40.765754,12,Payment,29,Allocation,460,,TRUE
460,6,300,,allocation,2015-12-29 18:51:46.421312,2016-01-24 16:19:40.796897,12,Payment,29,Allocation,480,,TRUE
481,4,300,,reversal,2016-01-24 16:19:40.816564,2016-01-24 16:19:40.816564,12,Payment,30,Allocation,461,,TRUE
461,4,,300,distribution,2015-12-29 18:51:46.454297,2016-01-24 16:19:40.834953,12,Payment,30,Allocation,481,,TRUE
482,5,,300,reversal,2016-01-24 16:19:40.844054,2016-01-24 16:19:40.844054,12,Payment,30,Allocation,462,,TRUE
462,5,300,,allocation,2015-12-29 18:51:46.507411,2016-01-24 16:19:40.861542,12,Payment,30,Allocation,482,,TRUE
743,7,,8.5,payment,2016-02-28 23:22:50.74236,2016-02-28 23:22:50.74236,21,Payment,,,,2016-02-27,TRUE
501,3,,300,payment,2016-02-16 13:57:27.453225,2016-02-16 13:57:27.453225,19,Payment,,,,2016-02-14,TRUE
502,7,300,,receipt,2016-02-16 13:57:27.459414,2016-02-16 13:57:27.459414,19,Payment,,,,2016-02-14,TRUE
744,4,8.5,,receipt,2016-02-28 23:22:50.747926,2016-02-28 23:22:50.747926,21,Payment,,,,2016-02-27,TRUE
746,7,8.5,,allocation,2016-02-28 23:22:50.796642,2016-02-28 23:23:38.04941,21,Payment,45,Allocation,748,,TRUE
483,4,,300,distribution,2016-01-24 16:19:40.8803,2016-02-28 15:04:56.883467,12,Payment,31,Allocation,667,,TRUE
484,12,300,,allocation,2016-01-24 16:19:41.406106,2016-02-28 15:04:56.898319,12,Payment,31,Allocation,668,,TRUE
486,7,300,,allocation,2016-01-24 16:19:41.442548,2016-02-28 15:04:56.936254,12,Payment,23,Allocation,670,,TRUE
487,4,,300,distribution,2016-01-24 16:19:41.454123,2016-02-28 15:04:56.952138,12,Payment,24,Allocation,671,,TRUE
488,3,300,,allocation,2016-01-24 16:19:41.461238,2016-02-28 15:04:56.964407,12,Payment,24,Allocation,672,,TRUE
489,4,,300,distribution,2016-01-24 16:19:41.478641,2016-02-28 15:04:56.975533,12,Payment,25,Allocation,673,,TRUE
490,10,300,,allocation,2016-01-24 16:19:41.487992,2016-02-28 15:04:56.985881,12,Payment,25,Allocation,674,,TRUE
491,4,,300,distribution,2016-01-24 16:19:41.506883,2016-02-28 15:04:56.996698,12,Payment,26,Allocation,675,,TRUE
492,9,300,,allocation,2016-01-24 16:19:41.533699,2016-02-28 15:04:57.008649,12,Payment,26,Allocation,676,,TRUE
493,4,,300,distribution,2016-01-24 16:19:41.545726,2016-02-28 15:04:57.021246,12,Payment,27,Allocation,677,,TRUE
494,8,300,,allocation,2016-01-24 16:19:41.59026,2016-02-28 15:04:57.030646,12,Payment,27,Allocation,678,,TRUE
495,4,,300,distribution,2016-01-24 16:19:41.604633,2016-02-28 15:04:57.040419,12,Payment,28,Allocation,679,,TRUE
496,11,300,,allocation,2016-01-24 16:19:41.628145,2016-02-28 15:04:57.051749,12,Payment,28,Allocation,680,,TRUE
497,4,,300,distribution,2016-01-24 16:19:41.643338,2016-02-28 15:04:57.067548,12,Payment,29,Allocation,681,,TRUE
498,6,300,,allocation,2016-01-24 16:19:41.676237,2016-02-28 15:04:57.078031,12,Payment,29,Allocation,682,,TRUE
499,4,,300,distribution,2016-01-24 16:19:41.705079,2016-02-28 15:04:57.087816,12,Payment,30,Allocation,683,,TRUE
500,5,300,,allocation,2016-01-24 16:19:41.726469,2016-02-28 15:04:57.098697,12,Payment,30,Allocation,684,,TRUE
747,4,8.5,,reversal,2016-02-28 23:23:38.001,2016-02-28 23:23:38.001,21,Payment,45,Allocation,745,,TRUE
745,4,,8.5,distribution,2016-02-28 23:22:50.78868,2016-02-28 23:23:38.017522,21,Payment,45,Allocation,747,,TRUE
748,7,,8.5,reversal,2016-02-28 23:23:38.037263,2016-02-28 23:23:38.037263,21,Payment,45,Allocation,746,,TRUE
769,9,,46.72,payment,2016-02-28 23:25:18.52303,2016-02-28 23:25:18.52303,22,Payment,,,,2016-02-27,TRUE
770,4,46.72,,receipt,2016-02-28 23:25:18.530834,2016-02-28 23:25:18.530834,22,Payment,,,,2016-02-27,TRUE
773,8,,46.72,payment,2016-02-28 23:26:56.267902,2016-02-28 23:26:56.267902,23,Payment,,,,2016-02-27,TRUE
774,4,46.72,,receipt,2016-02-28 23:26:56.286581,2016-02-28 23:26:56.286581,23,Payment,,,,2016-02-27,TRUE
777,7,,46.72,payment,2016-02-28 23:27:31.137911,2016-02-28 23:27:31.137911,24,Payment,,,,2016-02-27,TRUE
778,4,46.72,,receipt,2016-02-28 23:27:31.141068,2016-02-28 23:27:31.141068,24,Payment,,,,2016-02-27,TRUE
781,6,,46.72,payment,2016-02-28 23:28:46.301791,2016-02-28 23:28:46.301791,25,Payment,,,,2016-02-27,TRUE
782,4,46.72,,receipt,2016-02-28 23:28:46.306754,2016-02-28 23:28:46.306754,25,Payment,,,,2016-02-27,TRUE
785,4,46.72,,reversal,2016-02-28 23:29:12.748412,2016-02-28 23:29:12.748412,22,Payment,55,Allocation,771,,TRUE
771,4,,46.72,distribution,2016-02-28 23:25:18.556745,2016-02-28 23:29:12.762654,22,Payment,55,Allocation,785,,TRUE
786,9,,46.72,reversal,2016-02-28 23:29:12.769998,2016-02-28 23:29:12.769998,22,Payment,55,Allocation,772,,TRUE
772,9,46.72,,allocation,2016-02-28 23:25:18.564575,2016-02-28 23:29:12.783258,22,Payment,55,Allocation,786,,TRUE
787,4,,9.344,distribution,2016-02-28 23:29:12.802084,2016-02-28 23:29:12.802084,22,Payment,55,Allocation,,,TRUE
788,9,9.344,,allocation,2016-02-28 23:29:12.812887,2016-02-28 23:29:12.812887,22,Payment,55,Allocation,,,TRUE
789,4,,9.344,distribution,2016-02-28 23:29:12.827854,2016-02-28 23:29:12.827854,22,Payment,59,Allocation,,,TRUE
790,3,9.344,,allocation,2016-02-28 23:29:12.83688,2016-02-28 23:29:12.83688,22,Payment,59,Allocation,,,TRUE
791,4,,9.344,distribution,2016-02-28 23:29:12.852395,2016-02-28 23:29:12.852395,22,Payment,60,Allocation,,,TRUE
792,7,9.344,,allocation,2016-02-28 23:29:12.858627,2016-02-28 23:29:12.858627,22,Payment,60,Allocation,,,TRUE
793,4,,9.344,distribution,2016-02-28 23:29:12.865707,2016-02-28 23:29:12.865707,22,Payment,61,Allocation,,,TRUE
794,8,9.344,,allocation,2016-02-28 23:29:12.872882,2016-02-28 23:29:12.872882,22,Payment,61,Allocation,,,TRUE
795,4,,9.344,distribution,2016-02-28 23:29:12.879145,2016-02-28 23:29:12.879145,22,Payment,62,Allocation,,,TRUE
796,6,9.344,,allocation,2016-02-28 23:29:12.891404,2016-02-28 23:29:12.891404,22,Payment,62,Allocation,,,TRUE
797,4,46.72,,reversal,2016-02-28 23:29:49.456125,2016-02-28 23:29:49.456125,23,Payment,56,Allocation,775,,TRUE
775,4,,46.72,distribution,2016-02-28 23:26:56.364763,2016-02-28 23:29:49.464148,23,Payment,56,Allocation,797,,TRUE
798,8,,46.72,reversal,2016-02-28 23:29:49.472824,2016-02-28 23:29:49.472824,23,Payment,56,Allocation,776,,TRUE
776,8,46.72,,allocation,2016-02-28 23:26:56.375048,2016-02-28 23:29:49.4803,23,Payment,56,Allocation,798,,TRUE
809,4,9.344,,reversal,2016-02-28 23:30:05.579321,2016-02-28 23:30:05.579321,23,Payment,56,Allocation,799,,TRUE
799,4,,9.344,distribution,2016-02-28 23:29:49.487482,2016-02-28 23:30:05.605681,23,Payment,56,Allocation,809,,TRUE
810,8,,9.344,reversal,2016-02-28 23:30:05.621995,2016-02-28 23:30:05.621995,23,Payment,56,Allocation,800,,TRUE
800,8,9.344,,allocation,2016-02-28 23:29:49.498097,2016-02-28 23:30:05.634207,23,Payment,56,Allocation,810,,TRUE
811,4,9.344,,reversal,2016-02-28 23:30:05.640965,2016-02-28 23:30:05.640965,23,Payment,63,Allocation,801,,TRUE
801,4,,9.344,distribution,2016-02-28 23:29:49.505225,2016-02-28 23:30:05.64697,23,Payment,63,Allocation,811,,TRUE
812,3,,9.344,reversal,2016-02-28 23:30:05.656251,2016-02-28 23:30:05.656251,23,Payment,63,Allocation,802,,TRUE
802,3,9.344,,allocation,2016-02-28 23:29:49.512062,2016-02-28 23:30:05.667013,23,Payment,63,Allocation,812,,TRUE
813,4,9.344,,reversal,2016-02-28 23:30:05.674509,2016-02-28 23:30:05.674509,23,Payment,64,Allocation,803,,TRUE
803,4,,9.344,distribution,2016-02-28 23:29:49.527682,2016-02-28 23:30:05.681241,23,Payment,64,Allocation,813,,TRUE
814,7,,9.344,reversal,2016-02-28 23:30:05.689492,2016-02-28 23:30:05.689492,23,Payment,64,Allocation,804,,TRUE
804,7,9.344,,allocation,2016-02-28 23:29:49.535955,2016-02-28 23:30:05.696544,23,Payment,64,Allocation,814,,TRUE
815,4,9.344,,reversal,2016-02-28 23:30:05.704153,2016-02-28 23:30:05.704153,23,Payment,65,Allocation,805,,TRUE
805,4,,9.344,distribution,2016-02-28 23:29:49.546163,2016-02-28 23:30:05.711471,23,Payment,65,Allocation,815,,TRUE
816,9,,9.344,reversal,2016-02-28 23:30:05.718374,2016-02-28 23:30:05.718374,23,Payment,65,Allocation,806,,TRUE
806,9,9.344,,allocation,2016-02-28 23:29:49.555961,2016-02-28 23:30:05.724619,23,Payment,65,Allocation,816,,TRUE
807,4,,9.344,distribution,2016-02-28 23:29:49.564597,2016-02-28 23:30:05.809871,23,Payment,66,Allocation,817,,TRUE
808,6,9.344,,allocation,2016-02-28 23:29:49.57856,2016-02-28 23:30:05.827876,23,Payment,66,Allocation,818,,TRUE
779,4,,46.72,distribution,2016-02-28 23:27:31.164464,2016-02-28 23:30:30.706422,24,Payment,57,Allocation,829,,TRUE
780,7,46.72,,allocation,2016-02-28 23:27:31.170664,2016-02-28 23:30:30.719728,24,Payment,57,Allocation,830,,TRUE
783,4,,46.72,distribution,2016-02-28 23:28:46.353578,2016-02-28 23:30:51.729981,25,Payment,58,Allocation,841,,TRUE
784,6,46.72,,allocation,2016-02-28 23:28:46.362924,2016-02-28 23:30:51.743534,25,Payment,58,Allocation,842,,TRUE
749,4,,0.85,distribution,2016-02-28 23:23:38.056827,2016-03-01 01:17:12.728227,21,Payment,45,Allocation,1187,,TRUE
750,7,0.85,,allocation,2016-02-28 23:23:38.064429,2016-03-01 01:17:12.737007,21,Payment,45,Allocation,1188,,TRUE
751,4,,0.85,distribution,2016-02-28 23:23:38.072089,2016-03-01 01:17:12.74578,21,Payment,46,Allocation,1189,,TRUE
752,3,0.85,,allocation,2016-02-28 23:23:38.079853,2016-03-01 01:17:12.755005,21,Payment,46,Allocation,1190,,TRUE
753,4,,0.85,distribution,2016-02-28 23:23:38.088276,2016-03-01 01:17:12.763781,21,Payment,47,Allocation,1191,,TRUE
754,12,0.85,,allocation,2016-02-28 23:23:38.096438,2016-03-01 01:17:12.774007,21,Payment,47,Allocation,1192,,TRUE
755,4,,0.85,distribution,2016-02-28 23:23:38.104333,2016-03-01 01:17:12.782272,21,Payment,48,Allocation,1193,,TRUE
756,13,0.85,,allocation,2016-02-28 23:23:38.111161,2016-03-01 01:17:12.790503,21,Payment,48,Allocation,1194,,TRUE
757,4,,0.85,distribution,2016-02-28 23:23:38.124016,2016-03-01 01:17:12.799099,21,Payment,49,Allocation,1195,,TRUE
758,9,0.85,,allocation,2016-02-28 23:23:38.131194,2016-03-01 01:17:12.808363,21,Payment,49,Allocation,1196,,TRUE
759,4,,0.85,distribution,2016-02-28 23:23:38.138612,2016-03-01 01:17:12.817985,21,Payment,50,Allocation,1197,,TRUE
760,8,0.85,,allocation,2016-02-28 23:23:38.152427,2016-03-01 01:17:12.826929,21,Payment,50,Allocation,1198,,TRUE
761,4,,0.85,distribution,2016-02-28 23:23:38.16329,2016-03-01 01:17:12.835109,21,Payment,51,Allocation,1199,,TRUE
762,11,0.85,,allocation,2016-02-28 23:23:38.169874,2016-03-01 01:17:12.843666,21,Payment,51,Allocation,1200,,TRUE
763,4,,0.85,distribution,2016-02-28 23:23:38.187643,2016-03-01 01:17:12.853428,21,Payment,52,Allocation,1201,,TRUE
764,14,0.85,,allocation,2016-02-28 23:23:38.195217,2016-03-01 01:17:12.862432,21,Payment,52,Allocation,1202,,TRUE
765,4,,0.85,distribution,2016-02-28 23:23:38.206395,2016-03-01 01:17:12.871032,21,Payment,53,Allocation,1203,,TRUE
766,6,0.85,,allocation,2016-02-28 23:23:38.226952,2016-03-01 01:17:12.879213,21,Payment,53,Allocation,1204,,TRUE
767,4,,0.85,distribution,2016-02-28 23:23:38.239654,2016-03-01 01:17:12.8874,21,Payment,54,Allocation,1205,,TRUE
768,5,0.85,,allocation,2016-02-28 23:23:38.246726,2016-03-01 01:17:12.895415,21,Payment,54,Allocation,1206,,TRUE
817,4,9.344,,reversal,2016-02-28 23:30:05.799207,2016-02-28 23:30:05.799207,23,Payment,66,Allocation,807,,TRUE
818,6,,9.344,reversal,2016-02-28 23:30:05.821729,2016-02-28 23:30:05.821729,23,Payment,66,Allocation,808,,TRUE
